datetime,weekday,weekend,location1,location2,device_type,SSID,RSSI,ping_ms,download_Mbps,upload_Mbps,packet_loss_rate,ping_jitter_ms,ap_code,client,floor_client,building_client
2025-11-17 17:23,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,4.47,72.21,77.75,0,7.08,CLIENT_AP_B2F0155121,4,227,995
2025-11-17 17:27,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-66,1.93,60.19,87.61,0,2.53,CLIENT_AP_B2F0155121,3,215,985
2025-11-17 17:29,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,2.1,71.8,90.47,0,0.13,CLIENT_AP_B2F0155121,3,215,985
2025-11-17 17:31,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,4.49,49.92,63.14,0,1.93,CLIENT_AP_B2F0155121,3,210,970
2025-11-17 17:33,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,2.42,47.41,87.39,0,1.41,CLIENT_AP_B2F0155121,3,210,970
2025-11-17 17:35,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,2.03,68.33,81.04,0,0.97,CLIENT_AP_B2F0155121,3,210,970
2025-11-17 17:37,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,2.3,75.86,90.94,0,1.15,CLIENT_AP_B2F0155121,8,219,955
2025-11-17 17:39,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.82,69.05,95.55,0,0.81,CLIENT_AP_B2F0155121,8,219,955
2025-11-17 17:41,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.74,67.18,102.93,0,3.23,CLIENT_AP_B2F0155121,5,206,914
2025-11-17 17:43,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,3.85,78.66,86.14,0,10.67,CLIENT_AP_B2F0155121,5,206,914
2025-11-17 17:47,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,2.05,61.17,92.48,0,0.8,CLIENT_AP_B2F0155121,4,204,939
2025-11-17 17:49,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,3.17,62.12,79.62,0,6.27,CLIENT_AP_B2F0155121,4,204,939
2025-11-17 17:51,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,3.08,62.9,95.9,0,8.09,CLIENT_AP_B2F0155121,3,207,948
2025-11-17 17:53,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.93,73.97,99.01,0,0.59,CLIENT_AP_B2F0155121,3,207,948
2025-11-17 17:55,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.79,60.23,82.13,0,0.34,CLIENT_AP_B2F0155121,3,207,948
2025-11-17 17:57,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,2.08,61.21,81.69,0,0.54,CLIENT_AP_B2F0155121,5,222,1011
2025-11-17 17:59,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-66,2.46,72.02,90.81,0,8.73,CLIENT_AP_B2F0155121,5,222,1011
2025-11-17 18:01,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.78,52.65,88.39,0,9.75,CLIENT_AP_B2F0155121,4,241,1019
2025-11-17 18:03,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,4.93,67.78,107.39,0,19.34,CLIENT_AP_B2F0155121,4,241,1019
2025-11-17 18:07,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.74,80.18,97.4,0,0.2,CLIENT_AP_B2F0155121,4,244,993
2025-11-17 18:09,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,12.11,71.34,93.68,0,16.34,CLIENT_AP_B2F0155121,4,244,993
2025-11-17 18:11,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.79,68.34,97.21,0,8.25,CLIENT_AP_B2F0155121,4,236,993
2025-11-17 18:13,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-66,2,65.03,103.92,0,0.11,CLIENT_AP_B2F0155121,4,236,993
2025-11-17 18:19,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,20.29,71.78,96.79,0,24.19,CLIENT_AP_B2F0155121,3,231,960
2025-11-17 18:21,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,14.71,68.61,94.3,0,12.07,CLIENT_AP_B2F0155121,4,230,987
2025-11-17 18:25,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,3.11,76.61,97.75,0,2.26,CLIENT_AP_B2F0155121,4,230,987
2025-11-17 18:29,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,1.8,72.39,102,0,0.75,CLIENT_AP_B2F0155121,4,226,975
2025-11-17 18:33,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,1.78,78.13,107.28,0,0.86,CLIENT_AP_B2F0155121,3,234,992
2025-11-17 18:35,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,2.1,75.7,102.87,0,14.79,CLIENT_AP_B2F0155121,3,234,992
2025-11-17 18:37,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,2,78.1,103.72,0,0.98,CLIENT_AP_B2F0155121,5,232,996
2025-11-17 18:39,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,2.36,71.66,105.98,0,1.17,CLIENT_AP_B2F0155121,5,232,996
2025-11-17 18:41,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,2.75,72.98,104.38,0,11.01,CLIENT_AP_B2F0155121,4,216,978
2025-11-17 18:49,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,2.71,70.79,100.44,0,1.47,CLIENT_AP_B2F0155121,5,236,985
2025-11-17 18:51,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,2.74,81.49,103.62,0,1.6,CLIENT_AP_B2F0155121,4,250,989
2025-11-17 18:53,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,50.26,77.69,99.11,0,9.94,CLIENT_AP_B2F0155121,4,250,989
2025-11-17 18:55,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,40.94,72.16,100.39,0,21.57,CLIENT_AP_B2F0155121,4,250,989
2025-11-17 18:57,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,53.85,63.1,102.36,0,30.46,CLIENT_AP_B2F0155121,4,257,1031
2025-11-17 18:59,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,2.21,79.09,97.92,0,0.55,CLIENT_AP_B2F0155121,4,257,1031
2025-11-17 19:03,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,37.74,81.73,106.29,0,10.02,CLIENT_AP_B2F0155121,3,277,1097
2025-11-17 19:05,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,7.81,79.74,112.42,0,20.21,CLIENT_AP_B2F0155121,3,277,1097
2025-11-17 19:07,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,40.07,73.79,98.81,0,27.04,CLIENT_AP_B2F0155121,3,289,1116
2025-11-17 19:09,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,83.82,69.55,72.3,0,34.19,CLIENT_AP_B2F0155121,3,289,1116
2025-11-17 19:11,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,83.43,69.38,77.26,0,20.25,CLIENT_AP_B2F0155121,3,281,1116
2025-11-17 19:13,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,9.41,77.54,100.85,0,18.83,CLIENT_AP_B2F0155121,3,281,1116
2025-11-17 19:15,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,104.12,74.96,103.26,0,22.33,CLIENT_AP_B2F0155121,3,281,1116
2025-11-17 19:17,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,76.31,82.28,104.43,0,16.2,CLIENT_AP_B2F0155121,4,296,1146
2025-11-17 19:19,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,35.19,76.38,94.21,0,22.36,CLIENT_AP_B2F0155121,4,296,1146
2025-11-17 19:21,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,52.85,69.62,90.58,0,24.35,CLIENT_AP_B2F0155121,3,294,1139
2025-11-17 19:23,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,20.2,79.3,99.13,0,15.09,CLIENT_AP_B2F0155121,3,294,1139
2025-11-17 19:25,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,11.08,80.41,99.83,0,22.3,CLIENT_AP_B2F0155121,3,294,1139
2025-11-17 19:27,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,53.47,72.77,84.46,0,32.04,CLIENT_AP_B2F0155121,3,300,1148
2025-11-17 19:29,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,5.42,77.06,107.1,0,12.26,CLIENT_AP_B2F0155121,3,300,1148
2025-11-17 19:31,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,3.13,73.07,81.01,0,0.79,CLIENT_AP_B2F0155121,5,300,1157
2025-11-17 19:33,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,31.23,73.32,97.83,0,34.86,CLIENT_AP_B2F0155121,5,300,1157
2025-11-17 19:41,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,23.86,75.04,102.85,0,13.78,CLIENT_AP_B2F0155121,5,294,1166
2025-11-17 19:43,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,29.92,74.93,94.36,0,15.01,CLIENT_AP_B2F0155121,5,294,1166
2025-11-17 19:45,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,6.13,75.61,98.88,0,0.81,CLIENT_AP_B2F0155121,5,294,1166
2025-11-17 19:47,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,41.26,81.38,104.14,0,13.33,CLIENT_AP_B2F0155121,3,302,1156
2025-11-17 19:49,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,6.52,77.62,112.5,0,22.98,CLIENT_AP_B2F0155121,3,302,1156
2025-11-17 19:51,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,22.34,77.6,98.03,0,4.57,CLIENT_AP_B2F0155121,3,313,1168
2025-11-17 19:53,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,2.12,77.2,98.74,0,18.47,CLIENT_AP_B2F0155121,3,313,1168
2025-11-17 19:55,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,14.61,72.81,106.65,,9.74,CLIENT_AP_B2F0155121,3,313,1168
2025-11-17 19:57,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,18.41,75.43,107.51,0,5.68,CLIENT_AP_B2F0155121,4,330,1189
2025-11-17 19:59,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,10.56,81.44,94.47,0,16.13,CLIENT_AP_B2F0155121,4,330,1189
2025-11-17 20:01,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,2.51,70.63,111.16,0,1.3,CLIENT_AP_B2F0155121,3,305,1147
2025-11-17 20:03,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,1.81,71.23,97.54,0,0.12,CLIENT_AP_B2F0155121,3,305,1147
2025-11-17 20:05,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,4.21,74.94,103.72,0,3.01,CLIENT_AP_B2F0155121,3,305,1147
2025-11-17 20:07,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,2.69,74.15,94.74,0,0.55,CLIENT_AP_B2F0155121,4,301,1132
2025-11-17 20:09,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,2.52,69.74,104.67,0,0.89,CLIENT_AP_B2F0155121,4,301,1132
2025-11-17 20:11,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,5.49,72.93,100.31,0,4.08,CLIENT_AP_B2F0155121,4,302,1138
2025-11-17 20:13,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,9,73.24,108.19,0,7.88,CLIENT_AP_B2F0155121,4,302,1138
2025-11-17 20:15,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,29.24,75.66,105.06,0,21.34,CLIENT_AP_B2F0155121,4,302,1138
2025-11-17 20:17,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,5.79,76.38,94.93,0,16.76,CLIENT_AP_B2F0155121,3,305,1161
2025-11-17 20:19,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-63,15.25,79.05,101.11,0,13.5,CLIENT_AP_B2F0155121,3,305,1161
2025-11-17 20:21,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-63,42.99,61.52,98.3,0,8.92,CLIENT_AP_B2F0155121,3,295,1133
2025-11-17 20:23,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,41.56,80.56,103.41,0,26.23,CLIENT_AP_B2F0155121,3,295,1133
2025-11-17 20:25,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,11.74,79.01,104.96,0,20.19,CLIENT_AP_B2F0155121,3,295,1133
2025-11-17 20:27,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-63,29.84,69.76,109.47,0,16.32,CLIENT_AP_B2F0155121,4,297,1132
2025-11-17 20:29,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,33.45,65.44,104.01,0,19.32,CLIENT_AP_B2F0155121,4,297,1132
2025-11-17 20:33,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-63,9.25,77.35,108.22,0,8.18,CLIENT_AP_B2F0155121,4,294,1118
2025-11-17 20:37,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-63,11.32,79.1,99.13,0,23.15,CLIENT_AP_B2F0155121,2,294,1127
2025-11-17 20:39,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-63,2.25,68.88,103.68,0,0.66,CLIENT_AP_B2F0155121,2,294,1127
2025-11-17 20:41,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,28.13,79.17,98.15,0,20.59,CLIENT_AP_B2F0155121,2,289,1124
2025-11-17 20:43,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,20.56,74.64,98.22,0,7.5,CLIENT_AP_B2F0155121,2,289,1124
2025-11-17 20:45,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,57.12,62.12,98.7,0,39.04,CLIENT_AP_B2F0155121,2,289,1124
2025-11-17 20:47,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-63,13.75,69.7,103.89,0,12.63,CLIENT_AP_B2F0155121,5,285,1112
2025-11-17 20:49,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,42.18,68.44,106.23,0,27.5,CLIENT_AP_B2F0155121,5,285,1112
2025-11-17 20:57,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-63,42.94,77.26,89.48,0,37.37,CLIENT_AP_B2F0155121,2,281,1102
2025-11-17 20:59,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,61.15,76.21,111.45,0,26.34,CLIENT_AP_B2F0155121,2,281,1102
2025-11-17 21:03,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,3.58,79.36,100.18,0,15.32,CLIENT_AP_B2F0155121,3,274,1118
2025-11-17 21:05,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-63,8.94,79.95,98.6,0,9.04,CLIENT_AP_B2F0155121,3,274,1118
2025-11-17 21:07,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-63,57.54,80.72,108.62,0,24.38,CLIENT_AP_B2F0155121,4,277,1084
2025-11-17 21:09,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-63,30.06,74.9,106.5,0,8.46,CLIENT_AP_B2F0155121,4,277,1084
2025-11-17 21:11,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-63,33.65,81.91,103.95,0,18.19,CLIENT_AP_B2F0155121,2,276,1072
2025-11-17 21:13,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-63,1.93,78.27,96.43,0,0.41,CLIENT_AP_B2F0155121,2,276,1072
2025-11-17 21:15,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-63,14.31,78.65,102.79,0,7.52,CLIENT_AP_B2F0155121,2,276,1072
2025-11-17 21:17,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-63,40.12,88.96,118.16,0,35.25,CLIENT_AP_B2F0155121,4,272,1061
2025-11-17 21:19,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,83.57,85.09,109.14,0,39.54,CLIENT_AP_B2F0155121,4,272,1061
2025-11-17 21:21,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-63,31.44,83.99,111.94,0,22.64,CLIENT_AP_B2F0155121,4,268,1069
2025-11-17 21:23,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-63,27.71,80.21,105.98,0,15.71,CLIENT_AP_B2F0155121,4,268,1069
2025-11-17 21:25,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,39.97,81.25,108.51,0,11.19,CLIENT_AP_B2F0155121,4,268,1069
2025-11-17 21:27,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,37.94,57.68,102.96,0,28.39,CLIENT_AP_B2F0155121,3,260,1060
2025-11-17 21:29,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,58.82,48.44,67.17,0,24.51,CLIENT_AP_B2F0155121,3,260,1060
2025-11-17 21:31,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,48.75,79.66,105.6,0,6.88,CLIENT_AP_B2F0155121,4,253,1029
2025-11-17 21:33,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,18.56,73.32,111.75,0,21.05,CLIENT_AP_B2F0155121,4,253,1029
2025-11-17 21:35,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,14.33,72.78,102.32,0,16.04,CLIENT_AP_B2F0155121,4,253,1029
2025-11-17 21:37,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,2.3,67.9,96.73,0,6.79,CLIENT_AP_B2F0155121,3,251,1011
2025-11-17 21:39,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,3.62,57.06,83.37,0,2.98,CLIENT_AP_B2F0155121,3,251,1011
2025-11-17 21:41,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,4.46,86.99,116.9,0,5.68,CLIENT_AP_B2F0155121,3,240,991
2025-11-17 21:45,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,2.08,85.45,114.67,0,1.6,CLIENT_AP_B2F0155121,3,240,991
2025-11-17 21:47,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,8.9,84.93,115.32,0,2.33,CLIENT_AP_B2F0155121,5,242,983
2025-11-17 21:49,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,28.7,81.01,110.98,0,22.41,CLIENT_AP_B2F0155121,5,242,983
2025-11-17 21:51,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,3.76,85.99,121.64,0,7.67,CLIENT_AP_B2F0155121,5,230,958
2025-11-17 21:55,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-66,2.32,55.61,90.65,0,1.8,CLIENT_AP_B2F0155121,5,230,958
2025-11-17 21:57,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,1.96,59.97,92.16,0,3.86,CLIENT_AP_B2F0155121,4,207,913
2025-11-17 21:59,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,2.04,83.2,122.04,0,0.65,CLIENT_AP_B2F0155121,4,207,913
2025-11-17 22:01,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,2.05,85.22,116.63,0,0.52,CLIENT_AP_B2F0155121,6,192,879
2025-11-17 22:03,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-63,2.38,81.64,113.97,0,3.42,CLIENT_AP_B2F0155121,6,192,879
2025-11-17 22:05,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,7.51,59.87,89.94,0,14.24,CLIENT_AP_B2F0155121,6,192,879
2025-11-17 22:07,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-63,1.74,67.69,99.7,0,0.18,CLIENT_AP_B2F0155121,4,173,837
2025-11-17 22:11,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,1.86,58.56,98.1,0,0.22,CLIENT_AP_B2F0155121,3,173,817
2025-11-17 22:15,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,1.67,58.75,100.36,0,0.4,CLIENT_AP_B2F0155121,3,173,817
2025-11-17 22:17,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,2.01,80.6,98.71,0,1.22,CLIENT_AP_B2F0155121,4,167,781
2025-11-17 22:19,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,1.5,75.24,94.27,0,0.23,CLIENT_AP_B2F0155121,4,167,781
2025-11-17 22:21,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,19.3,74.31,112.6,0,27.05,CLIENT_AP_B2F0155121,4,165,754
2025-11-17 22:23,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,1.74,73.42,100.04,0,0.29,CLIENT_AP_B2F0155121,4,165,754
2025-11-17 22:27,1,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,4.08,68.17,94.03,0,15.55,CLIENT_AP_B2F0155121,3,165,721
2025-11-18 7:03,2,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.87,103.87,147.26,0,0.1,CLIENT_AP_B2F0155121,4,13,100
2025-11-18 7:05,2,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-66,1.58,100.03,146.84,0,0.36,CLIENT_AP_B2F0155121,4,13,100
2025-11-18 7:09,2,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.95,104.94,144.43,0,0.14,CLIENT_AP_B2F0155121,4,16,104
2025-11-18 7:11,2,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.99,105.49,145.92,0,0.32,CLIENT_AP_B2F0155121,4,19,112
2025-11-18 7:15,2,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.74,103.1,146.19,0,0.32,CLIENT_AP_B2F0155121,4,19,112
2025-11-18 7:17,2,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.68,102.7,140.87,0,0.32,CLIENT_AP_B2F0155121,4,20,109
2025-11-18 7:19,2,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.87,103.15,144.57,0,0.52,CLIENT_AP_B2F0155121,4,20,109
2025-11-18 7:21,2,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-66,1.58,99.06,132.8,0,0.24,CLIENT_AP_B2F0155121,4,20,109
2025-11-18 7:23,2,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.93,101.46,144.93,0,0.25,CLIENT_AP_B2F0155121,4,20,109
2025-11-18 7:25,2,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.6,96.78,140.36,0,0.42,CLIENT_AP_B2F0155121,4,20,109
2025-11-18 7:27,2,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,1.93,107.77,144.24,0,0.16,CLIENT_AP_B2F0155121,4,20,110
2025-11-18 7:29,2,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.66,97.47,140.67,0,0.23,CLIENT_AP_B2F0155121,4,20,110
2025-11-18 7:31,2,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,1.66,103.9,144.15,0,0.04,CLIENT_AP_B2F0155121,4,24,131
2025-11-18 7:33,2,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,2,104.1,145.8,0,0.21,CLIENT_AP_B2F0155121,4,24,131
2025-11-18 7:35,2,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,1.75,106.3,145.22,0,0.1,CLIENT_AP_B2F0155121,4,24,131
2025-11-18 7:39,2,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,1.75,104.9,141.02,0,0.19,CLIENT_AP_B2F0155121,5,27,127
2025-11-18 7:41,2,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.9,104.23,144.57,0,0.19,CLIENT_AP_B2F0155121,4,28,128
2025-11-18 7:43,2,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,1.95,102.83,145.62,0,1.15,CLIENT_AP_B2F0155121,4,28,128
2025-11-18 7:45,2,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.7,102.42,144.09,0,0.16,CLIENT_AP_B2F0155121,4,28,128
2025-11-18 7:47,2,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,1.95,105.45,144.63,0,0.15,CLIENT_AP_B2F0155121,4,30,136
